asin,main_category,category,description,brand,imageURLHighRes
B0000CCYC6,Travel City Regional, Travel City Regional United States West,Oklahomas own guide to great gardening and landscaping ,State By State Gardening,https://images-na.ssl-images-amazon.com/images/I/51a2ES9vD7L.jpg
B0000CCYBO,Travel City Regional, Travel City Regional United States South,Mississippis own guide to great gardening and landscaping ,State By State Gardening,https://images-na.ssl-images-amazon.com/images/I/51iygQuUhaL.jpg
B0000CCY9Q,Sports Recreation Outdoors, Sports Recreation Outdoors Sports Leisure Training,Fitness Rx for Men focuses on the most scientific cutting edge research available on training diet and nutrition ,Advanced Research Media,https://images-na.ssl-images-amazon.com/images/I/51m450Yux7L.jpg
B0000CCY9X,Travel City Regional, Travel City Regional United States South,Georgia Gardening is an essential resource for anyone who wants in depth timely advice on local growing conditions All stories are written by Georgia and southern gardening experts so readers read only about plants and ideas that work for their garden ,State By State Gardening,https://images-na.ssl-images-amazon.com/images/I/51sewcPrAEL.jpg
B0000CCYDL,Travel City Regional, Travel City Regional United States South,Tennnesses own guide to great gardening and landscaping ,State By State Gardening,https://images-na.ssl-images-amazon.com/images/I/61eHxwi9heL.jpg
B0000CCYB7,Professional Educational Journals, Professional Educational Journals Professional Trade Science Technology Biological Natural Sciences,Louisianas own guide to great gardening and landscaping ,State By State Gardening,https://images-na.ssl-images-amazon.com/images/I/51bmRmiBQxL.jpg
B0000CH4UU,Professional Educational Journals, Professional Educational Journals Professional Trade Arts Painting,THE PASTEL JOURNAL is the only national magazine devoted entirely to the medium of pastel Addressing the working professional as well as the passionate amateur THE PASTEL JOURNAL offers both inspiration and instruction Gorgeous reproductions in depth interviews thought provoking essays up to the minute information on workshops contests and exhibitions as well as regular columns on professional practice all help readers become not only better but more successful artists ,FW Publications,https://images-na.ssl-images-amazon.com/images/I/616xsZQmE6L.jpg
B0000CH4UZ,Arts Music Photography, Arts Music Photography Graphic Design,PRINT magazine informs and enlightens the graphic design profession with in depth reporting and critical commentary on the emergent issues trends and ideas affecting global visual communications PRINT analyzes the influence and effectiveness of the designer in the worlds of commerce culture and society and presents its observations within a rich and dynamic visual environment ,FW Publications,https://images-na.ssl-images-amazon.com/images/I/51MFA758Y6L.jpg
B0000CH4UK,Crafts Hobbies, Crafts Hobbies Model Trains,Model Railroad News brings you the best up to date model railroading information each and every month It provides timely in depth coverage of new products model railroading news and includes highly regarded product reviews ,White River Productions,https://images-na.ssl-images-amazon.com/images/I/61D6z3NfzUL.jpg
B0000DYF1N,Professional Educational Journals, Professional Educational Journals Professional Trade Science Technology,Orion magazine is a bi monthly focused on nature the environment and culture addressing environmental and societal issues and has published such authors as Wendell Berry Barry Lopez Terry Tempest Williams Michael Pollen Mark Kurlansky Sandra Steingraber Gretel Ehrlich and Bill McKibben ,Orion,https://images-na.ssl-images-amazon.com/images/I/51IC7d0yXhL.jpg
B0000EI1K6,Business Investing, Business Investing,The Franchise Handbook provides information about franchises available for purchase costs to expect and other details about owning a franchise The book outlines 1 700+ franchises and listings are arranged alphabetically both by type of business and company name ,Enterprise Magazines Inc,https://images-na.ssl-images-amazon.com/images/I/51SCerOLv3L.jpg
B0000T2DFQ,Professional Educational Journals, Professional Educational Journals Professional Trade Engineering,Britains best selling Ford tuning magazine Published monthly it covers modified Fords from the 1980s to the present day and features technical advice buying guides the latest news and products and hundreds of cars and parts for sale ,Kelsey Publishing Ltd,https://images-na.ssl-images-amazon.com/images/I/51G4YThW1IL.jpg
B0000TL75I,Science History Nature, Science History Nature Technology,CoDe Component Developer Magazine is the answer for your software development information needs Youll find in depth explanations of the latest Microsoft technologies as well as loads of practical development tips!,Eps Software Corp,https://images-na.ssl-images-amazon.com/images/I/51RB0caYxGL.jpg
B0000VBS8C,Professional Educational Journals, Professional Educational Journals Professional Trade Arts,Early American Life is the lead source for information on early American home style antiques and decorations traditions architecture and history The magazine both educates and entertains and offers an annual Directory of Traditional American Crafts and a special Holiday Issue ,Firelands Media Group,https://images-na.ssl-images-amazon.com/images/I/61dVnvGdZeL.jpg
B0000Y87YC,Fashion Style, Fashion Style International,iBurda i is a fashion magazine offering dozens of patterns per issue for sewing at home with particular emphasis on styles and cuts for plus size women Issues also include features on the latest trends featured on the runways of Dsseldorf Paris and Milan This edition is printed in Russian ,Verlag Aenne Burda,https://images-na.ssl-images-amazon.com/images/I/51QEQSVTDBL.jpg
B00015UYBO,Lifestyle Cultures, Lifestyle Cultures Gay Lesbian,The premier travel magazine targeted towards the gay and lesbian reader with in depth intelligent and sometimes humorous travel features Columns include best destinations helpful hints and a special section dedicated to the gay and lesbian business traveler ,Q Communications,https://images-na.ssl-images-amazon.com/images/I/513TxS4vmHL.jpg
B00016JENW,Health Fitness Wellness, Health Fitness Wellness Health,no description,no brand,https://images-na.ssl-images-amazon.com/images/I/51T4CBZD87L.jpg
B0001AG6ZC,Crafts Hobbies, Crafts Hobbies Remote Control Vehicles,Fly RC reviews the latest RC aircraft in all sizes from indoor and park flyers to giant scale and features product guides instructional how tos and educational airplane projects Flying tips are presented for beginners to expert pilots Building tips assembly techniques radio and power systems are covered in a colorful family friendly package ,Maplegate Media Publishing,https://images-na.ssl-images-amazon.com/images/I/619ysoopn2L.jpg
B0001AG760,Crafts Hobbies, Crafts Hobbies Remote Control Vehicles,RC Driver Magazine is your source for nitro and electric RC cars trucks and boats The magazine features many product reviews massive part guides vehicle specific how tos engine tuning techniques painting and detailing plus wild projects too! Stunning photography clear writing and entertaining reading put you behind the wheel all in an educational family friendly package ,Maplegate Media Publishing,https://images-na.ssl-images-amazon.com/images/I/61YiwihY2GL.jpg
B0001DI0MQ,Womens Interest, Womens Interest,Brigitte is a German language womens magazine with regular columns on health beauty nutrition and diet cooking travel finances culture and lifestyles ,Gruner Und Jahr Ag Co,https://images-na.ssl-images-amazon.com/images/I/51H029V508L.jpg
B0001EK960,Mens Interest, Mens Interest,Each issue of Forum is packed with information and advice that will make you a better lover along with the best erotica youll find anywhere and plenty of explicit letters ,General Media Publishing,https://images-na.ssl-images-amazon.com/images/I/51UhEs%2BVeuL.jpg
B0001EK96A,Mens Interest, Mens Interest,Along with explicit pictures we publish dozens of letters from readers that uninhibitedly reveal their most shocking secrets and recount every steamy detail of their hottest sexual adventures ,General Media Publishing,https://images-na.ssl-images-amazon.com/images/I/516zq0q0-zL.jpg
B0001IOZWK,Professional Educational Journals, Professional Educational Journals Professional Trade Arts Architecture,Atomic Ranch is a magazine devoted to postwar (1948 1970s) ranch houses and modernist tract homes that features cool renovations interior design and landscaping Looking for affordable solutions and resources for stylish living? Check out Atomic Ranch the magazine for the rest of us ,Engaged Media,https://images-na.ssl-images-amazon.com/images/I/61SjtVA%2BUEL.jpg
